Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
TRADD	PROTEIN	-8	8	7	7	8	-10	0	7	-5	11	9	7	0	0	4	12	12	-11	0	0	10	7	-16	0	0	7	-12	0	0	14	16	-12	0	7	7	-14	0	-12	9	0	7	-8	0	-9	5	-10	12	-9	0	0	-6	7	-10	8	0	-9	7	-8	0	7	3	9	7	9	8	0	8	8	10	0	9	0	6	7	9	-9	6	9	10	0	0	9	-9	0	6	7	8	9	8	6	0	8	8	-8	0	11
TP53	PROTEIN	-8	11	7	-8	8	6	0	4	1	-9	10	-8	0	0	-8	10	10	7	0	0	8	-8	12	0	0	6	-9	0	0	11	13	8	0	-7	-7	10	0	-13	6	0	-5	4	0	5	-5	6	9	-8	0	0	-8	-5	6	-6	0	5	8	6	0	-5	-6	9	6	7	6	0	8	8	8	0	-5	0	7	-7	-10	8	9	9	8	0	0	6	5	0	7	-8	-8	-7	-9	5	0	8	-9	-9	0	10
EGFR	PROTEIN	-5	7	-6	-4	-7	-8	0	-6	-3	-8	-6	4	0	0	6	11	11	-9	0	0	6	-5	12	0	0	-4	-9	0	0	11	13	8	0	-5	-5	10	0	10	-7	0	-4	-5	0	6	-4	-7	8	6	0	0	7	-4	-8	-5	0	-7	-4	5	0	-4	-7	-8	5	8	7	0	4	4	4	0	7	0	5	-5	-7	-9	5	5	4	0	0	-7	6	0	-6	-4	7	-6	-6	4	0	-7	6	-6	0	6
EGF	PROTEIN	-6	8	-7	-5	-8	-9	0	-7	-4	-9	-7	5	0	0	7	12	12	-10	0	0	1	-6	13	0	0	-5	-10	0	0	12	14	9	0	-6	-6	11	0	11	-8	0	-5	-6	0	7	-5	-8	9	7	0	0	8	-5	-9	-6	0	-8	-5	6	0	-5	-8	-9	6	9	8	0	5	5	5	0	8	0	6	-6	-8	-10	6	6	5	0	0	-8	7	0	-7	-5	8	-7	-7	5	0	-8	7	-7	0	7
Calcineurin	PROTEIN	-13	-16	-12	-13	-13	-12	0	-10	-7	15	-15	-12	0	0	12	-16	-16	-13	0	0	-14	13	-18	0	0	-12	13	0	0	-15	-17	-14	0	-8	-8	-16	0	13	-10	0	11	-10	0	-11	-6	-12	-13	14	0	0	14	-11	-12	12	0	-11	-13	-12	0	11	8	-14	-12	-13	-12	0	-12	-12	-13	0	11	0	-13	-8	-10	-14	-14	-13	-13	0	0	-10	-11	0	-7	-13	12	13	13	-11	0	-13	13	-13	0	-15
CFLAR	GENE	-11	-14	-10	-11	-11	-10	0	-8	-5	13	-13	-10	0	0	10	-14	-14	-11	0	0	-12	11	-16	0	0	-10	11	0	0	-13	-15	-12	0	-6	-6	-14	0	11	-8	0	9	-8	0	-9	-4	-10	-11	12	0	0	12	-9	-10	10	0	-9	-11	-10	0	9	8	-12	-10	-11	-10	0	-10	-10	-11	0	9	0	-11	-6	-8	-12	-12	-11	-11	0	0	-8	-9	0	-5	-11	10	11	11	-9	0	-11	11	-11	0	-13
NFKB	COMPLEX	8	-11	-7	-8	-8	-6	0	-4	-1	9	-10	-8	0	0	8	-10	-10	-7	0	0	-8	8	-12	0	0	-6	9	0	0	-11	-13	-8	0	7	7	-10	0	-13	-6	0	5	-4	0	-5	-5	-6	-9	8	0	0	8	-5	-6	6	0	-5	-8	-6	0	5	8	-9	-6	-7	-6	0	-8	-8	-8	0	5	0	-7	7	-10	-8	-9	-9	-8	0	0	-6	-5	0	-7	-8	8	7	9	-5	0	-8	9	-9	0	-10
MCL1	PROTEIN	8	-11	-7	-8	-8	-6	0	-4	-1	9	-10	-8	0	0	8	-10	-10	-7	0	0	-8	8	-12	0	0	-6	9	0	0	-11	-13	-8	0	7	7	-10	0	-13	-6	0	5	-4	0	-5	-5	-6	-9	8	0	0	8	-5	-6	6	0	-5	-8	-6	0	5	6	-9	-6	-7	-6	0	-8	-8	-8	0	5	0	-7	7	-10	-8	-9	-9	-8	0	0	-6	-5	0	-7	-8	8	7	9	-5	0	-8	9	-9	0	-10
PAMP Receptor	PROTEIN	9	-12	-8	-9	-9	-7	0	-5	-2	10	-11	-9	0	0	9	-11	-11	-8	0	0	-9	9	-13	0	0	-7	10	0	0	-12	-14	-9	0	8	8	-11	0	-14	-7	0	6	-5	0	-6	-6	-7	-10	9	0	0	9	-6	-7	7	0	-6	-9	-7	0	6	9	-10	-7	-8	-7	0	-9	-9	-9	0	6	0	-8	8	-11	-9	-10	-10	-9	0	0	-7	-6	0	-8	-9	9	8	10	-6	0	-9	10	-10	0	-11
ROS	SIMPLE_MOLECULE	-5	5	4	4	5	-7	0	4	-2	8	6	4	0	0	1	9	9	-8	0	0	7	4	-13	0	0	4	-10	0	0	-12	-14	-9	0	5	5	-11	0	-10	-7	0	4	-5	0	-6	4	-7	9	-6	0	0	-3	4	-7	5	0	-6	4	-5	0	4	7	6	4	6	5	0	5	5	7	0	6	0	3	5	7	-6	3	6	7	0	0	-7	-6	0	6	4	5	6	5	3	0	5	5	-5	0	8
MAC1	PROTEIN	-5	7	-6	-4	-7	-8	0	4	-3	-8	-6	-5	0	0	3	7	7	-9	0	0	5	-5	13	0	0	-4	-10	0	0	-12	-14	9	0	-5	-5	11	0	10	-7	0	-4	-5	0	6	3	-7	7	6	0	0	-5	-4	3	-5	0	-7	-4	5	0	-4	-7	-8	-6	4	3	0	-5	-5	5	0	7	0	5	-5	-7	-8	5	-6	5	0	0	-7	6	0	-6	-4	7	-6	-7	-5	0	-7	-7	-7	0	7
Fibrinogen	PROTEIN	-6	8	-7	-5	-8	-9	0	5	-4	-9	-7	-6	0	0	4	8	8	-10	0	0	6	-6	14	0	0	-5	-11	0	0	-13	-15	10	0	-6	-6	12	0	11	-8	0	-5	-6	0	7	4	-8	8	7	0	0	-6	-5	4	-6	0	-8	-5	6	0	-5	-8	-9	-7	5	4	0	-6	-6	6	0	8	0	6	-6	-8	-9	6	-7	6	0	0	-8	7	0	-7	-5	8	-7	-8	-6	0	-8	-8	-8	0	8
LXA4	SIMPLE_MOLECULE	-4	-7	-6	-6	-7	8	0	2	3	-7	-8	-5	0	0	-3	8	8	9	0	0	6	-5	10	0	0	-6	-5	0	0	7	9	6	0	-5	-5	8	0	-11	1	0	-3	2	0	3	3	4	5	-6	0	0	-5	-3	4	-7	0	3	-6	4	0	-3	-6	-8	4	5	4	0	-5	-5	6	0	-3	0	-4	-5	-8	7	-5	-6	6	0	0	4	3	0	-7	-6	-3	-5	-5	3	0	-6	-5	5	0	-8
NOX	PROTEIN	-6	6	5	5	6	-8	0	5	-3	9	7	5	0	0	2	10	10	-9	0	0	8	5	-14	0	0	5	-11	0	0	-13	-15	-10	0	6	6	-12	0	-11	-8	0	5	-6	0	-7	5	-8	10	-7	0	0	-4	5	-8	6	0	-7	5	-6	0	5	8	7	5	7	6	0	6	6	8	0	7	0	4	6	8	-7	4	7	8	0	0	-8	-7	0	7	5	6	7	6	4	0	6	6	-6	0	9
NFAT	PROTEIN	-12	-15	-11	-12	-12	-11	0	-9	-6	14	-14	-11	0	0	11	-15	-15	-12	0	0	-13	12	-17	0	0	-11	12	0	0	-14	-16	-13	0	-7	-7	-15	0	12	-9	0	10	-9	0	-10	-5	-11	-12	13	0	0	13	-10	-11	11	0	-10	-12	-11	0	10	7	-13	-11	-12	-11	0	-11	-11	-12	0	10	0	-12	-7	-9	-13	-13	-12	-12	0	0	-9	-10	0	-6	-12	11	12	12	-10	0	-12	12	-12	0	-14
AKT	PROTEIN	6	-9	7	5	8	-7	0	-5	-2	9	7	6	0	0	8	-11	-11	-8	0	0	8	6	-13	0	0	5	10	0	0	-12	-14	-9	0	6	6	-11	0	-11	-7	0	5	-5	0	-6	3	-7	-10	-7	0	0	9	5	-7	6	0	-6	5	-6	0	5	7	9	-7	-8	-7	0	6	6	8	0	6	0	7	6	8	-9	-7	7	8	0	0	-7	-6	0	4	5	9	7	8	-6	0	8	8	-8	0	9
GSH2	PROTEIN	-6	-6	-5	-5	-6	8	0	-5	3	-9	-7	-5	0	0	-2	-10	-10	9	0	0	-8	-5	14	0	0	-5	-11	0	0	-13	-15	10	0	-6	-6	12	0	11	-8	0	-5	-6	0	7	-5	-8	-10	7	0	0	-4	-5	-8	-6	0	7	-5	6	0	-5	-8	-7	-5	-7	-6	0	-6	-6	-8	0	-7	0	-4	-6	-8	7	-4	-7	-8	0	0	-8	7	0	-7	-5	-6	-7	-6	-4	0	-6	-6	6	0	-9
destruction of pathogens	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN	PROTEIN	-8	4	-5	-7	-6	9	0	-5	4	-11	-9	6	0	0	8	8	8	10	0	0	8	4	15	0	0	-6	11	0	0	-13	-15	11	0	-8	-8	13	0	-13	-7	0	6	-5	0	-6	-5	-7	10	9	0	0	9	-7	6	-8	0	-6	5	-8	0	-7	-9	-7	-7	5	4	0	-7	-7	8	0	6	0	-8	-8	-10	-5	2	5	8	0	0	-7	-5	0	-6	-6	9	8	8	-6	0	-6	8	-8	0	-10
INPP5D	PROTEIN	-7	-10	-7	-6	-8	8	0	-4	3	-10	-8	-6	0	0	-8	12	12	9	0	0	-8	-6	14	0	0	-5	10	0	0	-12	-14	10	0	-7	-7	12	0	-12	-6	0	5	-4	0	-5	-4	-6	-10	8	0	0	8	-6	8	-7	0	-5	-6	-7	0	-6	-8	-9	-6	9	8	0	-6	-6	-9	0	5	0	-7	-7	-9	-4	-8	-7	-9	0	0	-6	-4	0	-5	-5	8	7	-8	-5	0	-8	-8	8	0	-9
MPO	PROTEIN	-6	8	-7	-5	-8	-9	0	5	-4	-9	-7	-6	0	0	4	8	8	-10	0	0	6	-6	14	0	0	-5	-11	0	0	-13	-15	10	0	-6	-6	12	0	11	-8	0	-5	-6	0	7	4	-8	8	7	0	0	-6	-5	4	-6	0	-8	-5	6	0	-5	-8	-9	-7	5	4	0	-6	-6	6	0	8	0	6	-6	-8	-9	6	-7	6	0	0	-8	7	0	-7	-5	8	-7	-8	-6	0	-8	-8	-8	0	8
Growth Signals	GENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inflammation Signals	GENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pro-Resolving Signals	GENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoptosis Signals	GENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARPs	COMPLEX	9	-12	-8	-9	-9	-7	0	-5	-2	10	-11	-9	0	0	9	-11	-11	-8	0	0	-9	9	-13	0	0	-7	10	0	0	-12	-14	-9	0	8	8	-11	0	-14	-7	0	6	-5	0	-6	-6	-7	-10	9	0	0	9	-6	-7	7	0	-6	-9	-7	0	6	9	-10	-7	-8	-7	0	-9	-9	-9	0	6	0	-8	8	-11	-9	-10	-10	-9	0	0	-7	-6	0	-2	-9	9	8	10	-6	0	-9	10	-10	0	-11
XIAP	PROTEIN	11	-14	-10	-11	-11	-9	0	-7	-4	12	-13	-11	0	0	11	-13	-13	-10	0	0	-11	11	-15	0	0	-9	12	0	0	-14	-16	-11	0	10	10	-13	0	-16	-9	0	8	-7	0	-8	-8	-9	-12	11	0	0	11	-8	-9	9	0	-8	-11	-9	0	8	11	-12	-9	-10	-9	0	-11	-11	-11	0	8	0	-10	10	-13	-11	-12	-12	-11	0	0	-9	-8	0	-4	-11	11	10	12	-8	0	-11	12	-12	0	-13
BIRC2	PROTEIN	11	-14	-10	-11	-11	-9	0	-7	-4	12	-13	-11	0	0	11	-13	-13	-10	0	0	-11	11	-15	0	0	-9	12	0	0	-14	-16	-11	0	-7	10	-13	0	-16	-9	0	8	-7	0	-8	-8	-9	-12	11	0	0	11	-8	-9	9	0	-8	-11	-9	0	8	3	-12	-9	-10	-9	0	-11	-11	-11	0	8	0	-10	10	-13	-11	-12	-12	-11	0	0	-9	-8	0	-4	-11	11	10	12	-8	0	-11	12	-12	0	-13
BIRC7	PROTEIN	11	-14	-10	-11	-11	-9	0	-7	-4	12	-13	-11	0	0	11	-13	-13	-10	0	0	-11	11	-15	0	0	-9	12	0	0	-14	-16	-11	0	10	10	-13	0	-16	-9	0	8	-7	0	-8	-8	-9	-12	11	0	0	11	-8	-9	9	0	-8	-11	-9	0	8	11	-12	-9	-10	-9	0	-11	-11	-11	0	8	0	-10	10	-13	-11	-12	-12	-11	0	0	-9	-8	0	-4	-11	11	10	12	-8	0	-11	12	-12	0	-13
BIRC5	PROTEIN	11	-14	-10	-11	-11	-9	0	-7	-4	12	-13	-11	0	0	11	-13	-13	-10	0	0	-11	11	-15	0	0	-9	12	0	0	-14	-16	-11	0	10	10	-13	0	-16	-9	0	8	-7	0	-8	-8	-9	-12	11	0	0	11	-8	-9	9	0	-8	-11	-9	0	8	11	-12	-9	-10	-9	0	-11	-11	-11	0	8	0	-10	10	-13	-11	-12	-12	-11	0	0	-9	-8	0	-4	-11	11	10	12	-8	0	-11	12	-12	0	-13
IAPs	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
site of dna damage	PHENOTYPE	-9	12	8	-9	9	7	0	5	2	-10	11	-9	0	0	-9	11	11	8	0	0	9	-9	13	0	0	7	-10	0	0	12	14	9	0	-8	-8	11	0	-14	7	0	-6	5	0	6	-6	7	10	-9	0	0	-9	-6	7	-7	0	6	9	7	0	-6	-7	10	7	8	7	0	9	9	9	0	-6	0	8	-8	-11	9	10	10	9	0	0	7	6	0	0	-9	-9	-8	-10	6	0	9	-10	-10	0	11
CASP9:APAF	COMPLEX	-11	14	10	-11	11	9	0	7	4	-12	13	-11	0	0	-11	13	13	10	0	0	11	-11	15	0	0	9	-12	0	0	14	16	11	0	-10	-10	13	0	-16	9	0	-8	7	0	8	-8	9	12	-11	0	0	-11	-8	9	-9	0	8	11	9	0	-8	-11	12	9	10	9	0	11	11	11	0	-8	0	10	-10	-13	11	12	12	11	0	0	9	8	0	4	-11	-11	-10	-12	8	0	11	-12	-12	0	13
BCL10	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD9	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP10	PROTEIN	-11	14	10	-11	11	9	0	7	4	-12	13	-11	0	0	-11	13	13	10	0	0	11	-11	15	0	0	9	-12	0	0	14	16	11	0	-10	-10	13	0	-16	9	0	-8	7	0	8	-8	9	12	-11	0	0	-11	-8	9	-9	0	8	11	9	0	-8	-11	12	9	10	9	0	11	11	11	0	-8	0	10	-10	-13	11	12	12	11	0	0	9	8	0	4	-11	-11	-10	-12	8	0	11	-12	-12	0	13
CD14	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CHUK	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC7A	PROTEIN	-11	-14	10	11	11	10	0	8	5	-13	13	10	0	0	-10	14	14	11	0	0	12	-11	16	0	0	10	-11	0	0	13	15	12	0	6	6	14	0	-11	8	0	-9	8	0	9	4	10	11	-12	0	0	-12	-9	10	-10	0	9	11	10	0	-9	-8	12	2	11	10	0	10	10	11	0	-9	0	-11	6	8	12	-12	11	11	0	0	8	9	0	5	11	-10	-11	-11	1	0	11	-11	11	0	13
Ca²+	ION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CpG-DNA	UNKNOWN	-13	16	12	-13	13	11	0	9	6	-14	15	-13	0	0	-13	15	15	12	0	0	13	-13	17	0	0	11	-14	0	0	16	18	13	0	-10	-12	15	0	-18	11	0	-10	9	0	10	-10	11	14	-13	0	0	-13	-10	11	-11	0	10	13	11	0	-10	4	14	11	12	11	0	13	13	13	0	-10	0	12	-12	-15	13	14	14	13	0	0	11	10	0	6	-13	-13	-12	-14	10	0	13	-14	-14	0	15
DDX58	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Degradation of NFKBIA	DEGRADED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diacyl lipoprotein	UNKNOWN	-17	20	16	-17	17	15	0	13	10	-18	-19	-17	0	0	-17	19	19	16	0	0	17	-17	21	0	0	15	-18	0	0	20	22	17	0	-12	-16	19	0	-22	15	0	-14	13	0	14	-14	15	18	-17	0	0	-17	-14	15	-15	0	14	-17	15	0	-14	8	18	15	16	15	0	17	17	17	0	-14	0	16	-16	-19	17	18	18	17	0	0	15	14	0	10	-17	-17	-16	-18	14	0	17	-18	-18	0	19
Flagellin	UNKNOWN	-13	16	12	-13	13	11	0	9	6	-14	15	-13	0	0	-13	15	15	12	0	0	13	-13	17	0	0	11	-14	0	0	16	18	13	0	-10	-12	15	0	-18	11	0	-10	9	0	10	-10	11	14	-13	0	0	-13	-10	11	-11	0	10	13	11	0	-10	4	14	11	12	11	0	13	13	13	0	-10	0	12	-12	-15	13	14	14	13	0	0	11	10	0	6	-13	-13	-12	-14	10	0	13	-14	-14	0	15
IE-DAP	UNKNOWN	-14	17	13	-14	14	12	0	10	7	-15	16	-14	0	0	-14	16	16	13	0	0	14	-14	18	0	0	12	-15	0	0	17	19	14	0	-7	-13	16	0	-19	12	0	-11	10	0	11	-11	12	15	-14	0	0	-14	-11	12	-12	0	11	14	12	0	-11	3	15	12	13	12	0	14	14	14	0	-11	0	13	-13	-16	14	15	15	14	0	0	12	11	0	7	-14	-14	-13	-15	11	0	14	-15	-15	0	16
IKBKB	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBKE	PROTEIN	-10	13	9	-10	10	8	0	6	3	-11	12	-10	0	0	-10	12	12	9	0	0	10	-10	14	0	0	8	-11	0	0	13	15	10	0	-9	-9	12	0	-15	8	0	-7	6	0	7	-7	8	11	-10	0	0	-10	-7	8	-8	0	7	10	8	0	-7	3	11	8	9	8	0	10	10	10	0	-7	0	9	-9	-12	10	11	11	10	0	0	8	7	0	3	-10	-10	-9	-11	7	0	10	-11	-11	0	12
IKBKG	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKK complex	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK4	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK2	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRAK	COMPLEX	-12	-15	11	-11	12	10	0	8	5	-13	-13	-12	0	0	-12	14	14	11	0	0	12	-12	16	0	0	10	-13	0	0	15	17	12	0	-6	-11	14	0	-17	10	0	-9	8	0	9	-9	10	13	-12	0	0	-12	-9	10	-10	0	9	-11	10	0	-9	3	13	10	11	10	0	-12	-12	12	0	-9	0	11	-11	-14	12	-13	-13	12	0	0	10	9	0	5	-11	-12	-11	-13	9	0	12	-13	-13	0	14
IRF3	PROTEIN	-8	-11	8	-7	9	7	0	5	2	-10	-9	-8	0	0	-9	11	11	8	0	0	9	-8	13	0	0	-7	-10	0	0	12	14	9	0	7	7	11	0	13	7	0	5	5	0	6	-6	7	10	-9	0	0	-9	-6	7	6	0	6	-7	7	0	-6	-9	10	7	8	7	0	-8	-8	9	0	-6	0	8	7	-10	9	-9	-9	9	0	0	7	6	0	2	-7	-9	7	-10	6	0	9	-10	-10	0	-11
IRF7	PROTEIN	-9	12	8	-9	9	7	0	5	2	-10	11	-9	0	0	-9	11	11	8	0	0	9	-9	13	0	0	7	-10	0	0	12	14	9	0	-8	-8	11	0	-14	7	0	-6	5	0	6	-6	7	10	-9	0	0	-9	-6	7	-7	0	6	9	7	0	-6	-9	10	7	8	7	0	9	9	9	0	-6	0	8	-8	-11	9	10	10	9	0	0	7	6	0	2	-9	-9	-8	-10	6	0	9	-10	-10	0	11
