Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
HK3	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	2	4	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Hexokinase	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6PC	PROTEIN	16	20	19	19	20	-19	0	-19	-18	20	-19	15	0	0	17	23	23	22	0	0	17	-19	18	0	-19	18	-19	0	0	1	6	10	0	19	19	16	0	-24	-20	0	-18	-18	0	-20	17	-20	19	20	0	0	18	18	19	-20	0	18	16	17	0	18	18	21	16	20	19	0	15	15	17	0	-18	0	17	-19	21	20	18	16	17	0	0	-20	-20	0	18	-19	18	-20	17	15	0	-20	17	-17	0	18
G6PC2	PROTEIN	16	20	19	19	20	-19	0	-19	-18	20	-19	15	0	0	17	23	23	22	0	0	17	-19	18	0	-19	18	-19	0	0	1	6	10	0	19	19	16	0	-24	-20	0	-18	-18	0	-20	17	-20	19	20	0	0	18	18	19	-20	0	18	16	17	0	18	18	21	16	20	19	0	15	15	17	0	-18	0	17	-19	21	20	18	16	17	0	0	-20	-20	0	18	-19	18	-20	17	15	0	-20	17	-17	0	18
G6PC3	PROTEIN	16	20	19	19	20	-19	0	-19	-18	20	-19	15	0	0	17	23	23	22	0	0	17	-19	18	0	-19	18	-19	0	0	1	6	10	0	19	19	16	0	-24	-20	0	-18	-18	0	-20	17	-20	19	20	0	0	18	18	19	-20	0	18	16	17	0	18	18	21	16	20	19	0	15	15	17	0	-18	0	17	-19	21	20	18	16	17	0	0	-20	-20	0	18	-19	18	-20	17	15	0	-20	17	-17	0	18
Glucose-6-phosphatase	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconolactone	SIMPLE_MOLECULE	14	18	17	17	18	-17	0	-17	-16	18	-17	13	0	0	15	21	21	20	0	0	15	-17	16	0	-17	16	-17	0	0	2	4	8	0	17	17	14	0	-22	-18	0	-16	-16	0	-18	15	-18	17	18	0	0	16	16	17	-18	0	16	14	15	0	16	16	19	14	18	17	0	13	13	15	0	-16	0	15	-17	19	18	16	14	15	0	0	-18	-18	0	16	-17	16	-18	15	13	0	-18	15	-15	0	16
6-Phosphogluconate	SIMPLE_MOLECULE	14	18	17	17	18	-17	0	-17	-16	18	-17	13	0	0	15	21	21	20	0	0	15	-17	16	0	-17	16	-17	0	0	5	7	8	0	17	17	14	0	-22	-18	0	-16	-16	0	-18	15	-18	17	18	0	0	16	16	17	-18	0	16	14	15	0	16	16	19	14	18	17	0	13	13	15	0	-16	0	15	-17	19	18	16	14	15	0	0	-18	-18	0	16	-17	16	-18	15	13	0	-18	15	-15	0	16
G6PD	PROTEIN	14	18	17	17	18	-17	0	-17	-16	18	-17	13	0	0	15	21	21	20	0	0	15	-17	16	0	-17	16	-17	0	0	2	4	8	0	17	17	14	0	-22	-18	0	-16	-16	0	-18	15	-18	17	18	0	0	16	16	17	-18	0	16	14	15	0	16	16	19	14	18	17	0	13	13	15	0	-16	0	15	-17	19	18	16	14	15	0	0	-18	-18	0	16	-17	16	-18	15	13	0	-18	15	-15	0	16
Fructose-6-Phosphate	SIMPLE_MOLECULE	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	2	4	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
GPI	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	2	4	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Fructose-1,6-Bisphosphate	SIMPLE_MOLECULE	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	3	5	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
Hydron	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBP1	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
FBP2	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Fructose-1,6-bisphosphatases	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKL	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	4	6	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PFKM	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	4	6	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PFKB	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	4	6	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Phosphofructokinase 1	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDOA	PROTEIN	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	4	6	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
1,3-Bisphosphoglycerate	SIMPLE_MOLECULE	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	12	0	-13	12	-13	0	0	4	6	4	0	13	13	10	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
GAPDH	PROTEIN	4	6	-6	4	-7	-4	0	-4	3	5	-5	4	0	0	-6	10	10	9	0	0	7	-5	13	0	-4	-4	2	0	0	4	6	5	0	-4	-4	11	0	9	5	0	-4	3	0	-5	-3	5	-9	-5	0	0	-5	-4	6	-6	0	-4	-4	-5	0	-4	-4	-8	-5	7	6	0	5	5	6	0	-4	0	-4	3	-6	-6	4	4	6	0	0	5	-5	0	-4	4	-7	-6	3	-4	0	3	-3	3	0	8
3-Phosphoglycerate	SIMPLE_MOLECULE	9	13	12	12	13	-12	0	-12	-11	13	-12	8	0	0	10	16	16	15	0	0	10	-12	11	0	-12	11	-12	0	0	5	7	3	0	12	12	9	0	-17	-13	0	-11	-11	0	-13	10	-13	12	13	0	0	11	11	12	-13	0	11	9	10	0	11	11	14	9	13	12	0	8	8	10	0	-11	0	10	-12	14	13	11	9	10	0	0	-13	-13	0	11	-12	11	-13	10	8	0	-13	10	-10	0	11
2,3-Bisphosphoglycerate	SIMPLE_MOLECULE	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	12	0	-13	12	-13	0	0	6	8	4	0	13	13	10	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
BPGM	PROTEIN	11	15	14	14	15	-14	0	-14	-13	15	-14	10	0	0	12	18	18	17	0	0	12	-14	13	0	-14	13	-14	0	0	7	9	5	0	14	14	11	0	-19	-15	0	-13	-13	0	-15	12	-15	14	15	0	0	13	13	14	-15	0	13	11	12	0	13	13	16	11	15	14	0	10	10	12	0	-13	0	12	-14	16	15	13	11	12	0	0	-15	-15	0	13	-14	13	-15	12	10	0	-15	12	-12	0	13
2-Phosphoglycerate	SIMPLE_MOLECULE	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	10	0	-13	12	-13	0	0	6	8	2	0	13	13	8	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
Phosphoenolpyruvate	SIMPLE_MOLECULE	9	13	12	12	13	-12	0	-12	-11	13	-12	8	0	0	10	16	16	15	0	0	10	-12	9	0	-12	11	-12	0	0	7	9	1	0	12	12	7	0	-17	-13	0	-11	-11	0	-13	10	-13	12	13	0	0	11	11	12	-13	0	11	9	10	0	11	11	14	9	13	12	0	8	8	10	0	-11	0	10	-12	14	13	11	9	10	0	0	-13	-13	0	11	-12	11	-13	10	8	0	-13	10	-10	0	11
PGAM1	PROTEIN	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	11	0	-13	12	-13	0	0	6	8	3	0	13	13	9	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
PGAM2	PROTEIN	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	11	0	-13	12	-13	0	0	6	8	3	0	13	13	9	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
Phosphoglyceratemutase	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO1	PROTEIN	-5	-7	-7	-6	-8	4	0	-5	-3	-8	-5	-5	0	0	-6	10	10	-9	0	0	-8	-5	10	0	4	4	-5	0	0	-7	-9	2	0	-3	-3	8	0	8	-4	0	-4	-2	0	-6	-2	-4	-8	5	0	0	-5	-4	6	-7	0	-5	4	5	0	-4	5	-9	-6	7	6	0	-7	-7	-7	0	-5	0	-5	-3	-5	5	-5	-6	-7	0	0	-4	5	0	-5	-4	6	-6	-5	-5	0	-6	-5	-5	0	-9
ENO2	PROTEIN	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	10	0	-13	12	-13	0	0	7	9	2	0	13	13	8	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
ENO3	PROTEIN	10	14	13	13	14	-13	0	-13	-12	14	-13	9	0	0	11	17	17	16	0	0	11	-13	10	0	-13	12	-13	0	0	7	9	2	0	13	13	8	0	-18	-14	0	-12	-12	0	-14	11	-14	13	14	0	0	12	12	13	-14	0	12	10	11	0	12	12	15	10	14	13	0	9	9	11	0	-12	0	11	-13	15	14	12	10	11	0	0	-14	-14	0	12	-13	12	-14	11	9	0	-14	11	-11	0	12
Enolase	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLS	PROTEIN	15	19	18	18	19	-18	0	-18	-17	19	-18	14	0	0	16	22	22	21	0	0	16	-18	17	0	-18	17	-18	0	0	6	8	9	0	18	18	15	0	-23	-19	0	-17	-17	0	-19	16	-19	18	19	0	0	17	17	18	-19	0	17	15	16	0	17	17	20	15	19	18	0	14	14	16	0	-17	0	16	-18	20	19	17	15	16	0	0	-19	-19	0	17	-18	17	-19	16	14	0	-19	16	-16	0	17
Fructose-2,6-Bisphosphate	SIMPLE_MOLECULE	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PFKFB1	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PFKFB2	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PFKFB3	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PFKFB4	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
6-phosphofructo-2-kinases/fructose-2,6-biphosphatases	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insulin	SIMPLE_MOLECULE	14	18	17	17	18	-17	0	-17	-16	18	-17	13	0	0	15	21	21	20	0	0	15	-17	16	0	-17	16	-17	0	0	4	6	8	0	17	17	14	0	-22	-18	0	-16	-16	0	-18	15	-18	17	18	0	0	16	16	17	-18	0	16	14	15	0	16	16	19	14	18	17	0	13	13	15	0	-16	0	15	-17	19	18	16	14	15	0	0	-18	-18	0	16	-17	16	-18	15	13	0	-18	15	-15	0	16
Glucagon	SIMPLE_MOLECULE	-4	-8	-7	-6	-8	-5	0	-6	4	7	-7	-3	0	0	-5	-11	-11	10	0	0	-5	6	14	0	-5	-5	5	0	0	5	7	7	0	-4	5	12	0	-10	6	0	-4	4	0	6	4	6	-7	-6	0	0	5	5	-7	-7	0	5	-4	-5	0	5	5	-9	-4	-8	-7	0	-3	-3	6	0	-5	0	-5	5	7	6	-6	-4	6	0	0	6	6	0	5	-6	-6	-6	3	-3	0	6	-3	3	0	-6
Fibulose-5-Phosphate	SIMPLE_MOLECULE	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	4	6	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
PGD	PROTEIN	14	18	17	17	18	-17	0	-17	-16	18	-17	13	0	0	15	21	21	20	0	0	15	-17	16	0	-17	16	-17	0	0	5	7	8	0	17	17	14	0	-22	-18	0	-16	-16	0	-18	15	-18	17	18	0	0	16	16	17	-18	0	16	14	15	0	16	16	19	14	18	17	0	13	13	15	0	-16	0	15	-17	19	18	16	14	15	0	0	-18	-18	0	16	-17	16	-18	15	13	0	-18	15	-15	0	16
CO2	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylulosse-5-Phosphate	SIMPLE_MOLECULE	14	18	17	17	18	-17	0	-17	-16	18	-17	13	0	0	15	21	21	20	0	0	15	-17	16	0	-17	16	-17	0	0	5	7	8	0	17	17	14	0	-22	-18	0	-16	-16	0	-18	15	-18	17	18	0	0	16	16	17	-18	0	16	14	15	0	16	16	19	14	18	17	0	13	13	15	0	-16	0	15	-17	19	18	16	14	15	0	0	-18	-18	0	16	-17	16	-18	15	13	0	-18	15	-15	0	16
RPIA	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	5	7	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Ribose-5-Phosphate	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPE	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	4	6	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Sedoheptulose-7-Phosphate	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erythrose-4-Phosphate	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TALDO1	PROTEIN	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	3	5	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
TKT	PROTEIN	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	3	5	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
Pyruvate	SIMPLE_MOLECULE	7	11	10	10	11	-10	0	-10	-9	11	-10	6	0	0	8	14	14	13	0	0	8	-10	7	0	-10	9	-10	0	0	9	11	3	0	10	10	5	0	-15	-11	0	-9	-9	0	-11	8	-11	10	11	0	0	9	9	10	-11	0	9	7	8	0	9	9	12	7	11	10	0	6	6	8	0	-9	0	8	-10	12	11	9	7	8	0	0	-11	-11	0	9	-10	9	-11	8	6	0	-11	8	-8	0	9
